epoch,split,bin,mae_s,rmse_s,acc_at_tau_pct,tau_s,n
1,val,0,59.458951218907245,115.47961481203524,45.38859036020453,30.0,184423
1,val,1,88.61758066529327,112.3751225254413,41.65888693216779,60.0,188524
1,val,2,162.8753246461065,287.9606631591863,60.50993820774809,120.0,180767
2,val,0,44.04859459535725,99.83503600772328,55.86504937019786,30.0,184423
2,val,1,70.76036766000284,91.03139030982267,51.361099913008424,60.0,188524
2,val,2,150.40819973368903,273.36922437940996,65.03399403652216,120.0,180767
3,val,0,39.12302339892159,89.90029624941651,61.26405057937458,30.0,184423
3,val,1,61.34213740846242,80.82446160673472,58.5267658229191,60.0,188524
3,val,2,138.59749067879744,264.9517077433013,70.87410865921325,120.0,180767
4,val,0,39.08711784750297,91.93565087448714,62.20156921858987,30.0,184423
4,val,1,56.64265240228967,77.79110991108782,63.31077210328658,60.0,188524
4,val,2,128.38893983718725,251.41828589392594,74.02401987088352,120.0,180767
5,val,0,36.52842700744561,94.2171169807612,65.3237394468152,30.0,184423
5,val,1,57.49017513343377,80.37504420955554,63.07897137764953,60.0,188524
5,val,2,117.52203768811552,234.0351937762288,77.4837221395498,120.0,180767
6,val,0,34.898680139757786,95.67877090497404,68.53537790839538,30.0,184423
6,val,1,58.574893145676455,84.6832380820729,63.217415289300035,60.0,188524
6,val,2,113.70079907524907,226.03142338474908,78.27866811973423,120.0,180767
7,val,0,33.28207978529869,91.70189967661842,69.75919489434615,30.0,184423
7,val,1,47.09339919645406,69.64481640451696,73.56888247650166,60.0,188524
7,val,2,114.1308215560077,234.47830621696704,79.54825825510187,120.0,180767
8,val,0,36.26557670450911,97.22663226220449,66.15606513287389,30.0,184423
8,val,1,58.29226764796235,83.9242282529833,63.41420720969213,60.0,188524
8,val,2,111.08502921143719,220.83947799135274,78.79646174357046,120.0,180767
9,val,0,30.196891051567974,89.39258067559754,74.78676737717096,30.0,184423
9,val,1,46.43038069599643,72.48115403040168,74.95332159300673,60.0,188524
9,val,2,112.69775751230348,228.86982259104937,79.32034054888337,120.0,180767
10,val,0,31.379239379639895,91.88894593403924,72.61729827624536,30.0,184423
10,val,1,45.35016509782491,69.8185196218811,75.73094141859922,60.0,188524
10,val,2,109.25822887694886,224.16797498655964,80.54235562906946,120.0,180767
11,val,0,34.74393457959504,93.19124890624076,67.45037224207393,30.0,184423
11,val,1,47.08847069791388,75.04051556532012,74.80639069826654,60.0,188524
11,val,2,109.79999743240889,225.44630319144056,80.26686286766943,120.0,180767
12,val,0,33.33651005188258,90.02951860690025,68.45783877282118,30.0,184423
12,val,1,44.92163459289127,68.08651480683697,76.09535125501262,60.0,188524
12,val,2,111.52839967538928,229.81466749458517,80.15179761792805,120.0,180767
13,val,0,35.04519108126575,94.77123304078167,66.49333326103577,30.0,184423
13,val,1,48.834223222268164,73.99155738173918,72.37380917018524,60.0,188524
13,val,2,106.09199602841966,220.24769091718738,81.9187130394375,120.0,180767
14,val,0,34.13217179914845,91.27671278819982,67.49049738915429,30.0,184423
14,val,1,45.58470198259841,72.03367828603115,76.27623008211157,60.0,188524
14,val,2,108.34759878476916,222.1642014601944,80.6303141613237,120.0,180767
15,val,0,35.26093074904303,91.57871871515715,65.59214414687973,30.0,184423
15,val,1,49.002616997094556,74.46060804066785,72.30485243258153,60.0,188524
15,val,2,106.70998938953204,218.84542167966782,80.72435787505464,120.0,180767
16,val,0,33.479843100513364,92.09964645854521,68.82167625513087,30.0,184423
16,val,1,45.075096971318764,71.35203269957742,76.93131908934672,60.0,188524
16,val,2,107.61091931873757,219.9847628665721,80.64912290406988,120.0,180767
17,val,0,32.02890648603495,91.74411614363176,70.95698475786642,30.0,184423
17,val,1,45.69245489409878,70.8140645809065,75.6015149264815,60.0,188524
17,val,2,102.8486479585999,215.99008546740754,82.82651147609906,120.0,180767
18,val,0,31.90881259060406,90.40790549999433,71.88636992132218,30.0,184423
18,val,1,45.74319617099895,69.58776417446254,75.34849674312024,60.0,188524
18,val,2,104.96645774863045,218.04863383356312,81.72398723218286,120.0,180767
19,val,0,31.102787700762352,91.83548690903858,73.29291899600375,30.0,184423
19,val,1,44.12000636953675,70.46659492389107,77.62459952048546,60.0,188524
19,val,2,101.81833105870143,211.0358038716545,82.56816786249702,120.0,180767
20,val,0,30.378577948949435,94.01100979877506,75.41846732782787,30.0,184423
20,val,1,51.10890236507106,83.45541379804816,72.36691349642486,60.0,188524
20,val,2,101.23952278990141,203.25697812324535,81.74058318166479,120.0,180767
21,val,0,33.12714574864758,93.92940860074715,69.73425223535025,30.0,184423
21,val,1,49.18098943300416,77.11922275744102,72.70639282001231,60.0,188524
21,val,2,98.9393970758542,204.93481331235512,83.21319709902804,120.0,180767
22,val,0,29.52622300661694,90.50663264276768,75.90864480026895,30.0,184423
22,val,1,44.88532048275766,71.79652435269728,77.06923256455411,60.0,188524
