epoch,split,loss,lb,val_MSE,val_secMAE,val_secRMSE,router_entropy,router_max_share,target_key
21,train,0.11740612603783135,2.0090313028721583,,,,1.7550949584397058,0.2016652480418247,y_log_z
21,val,,,0.14785177613199812,60.07827598946472,0.14785177613199812,,,y_log_z
22,train,0.11627229381470926,2.010338608234648,,,,1.7549867779016495,0.20476814397862034,y_log_z
22,val,,,0.14384352094922587,57.7998562423295,0.14384352094922587,,,y_log_z
23,train,0.11627035406196401,2.008876479807354,,,,1.7562338700370184,0.20233702875437246,y_log_z
23,val,,,0.14636627518381,59.7347455244057,0.14636627518381,,,y_log_z
24,train,0.11438280531752204,2.0100006210425545,,,,1.7561646858378062,0.20430227700206968,y_log_z
24,val,,,0.14464198998455255,58.359824062331114,0.14464198998455255,,,y_log_z
25,train,0.11324791542239605,2.0085385512738,,,,1.7564277263387802,0.2003163606933658,y_log_z
25,val,,,0.14366108742815092,57.07132446838883,0.14366108742815092,,,y_log_z
26,train,0.11328972633632403,2.007970436224862,,,,1.7568884487189944,0.1991170302683872,y_log_z
26,val,,,0.14238565192916794,57.44925865277754,0.14238565192916794,,,y_log_z
27,train,0.11249773897644547,2.008417083630486,,,,1.7548238675272654,0.20036468512955166,y_log_z
27,val,,,0.14264545328971162,56.46796049113915,0.14264545328971162,,,y_log_z
28,train,0.11176415748657688,2.0086121975429476,,,,1.754665756745944,0.2008913340608752,y_log_z
28,val,,,0.14430090767516549,56.71858834128212,0.14430090767516549,,,y_log_z
29,train,0.11140268970103491,2.0082762766452062,,,,1.7570059793809103,0.19987345238526663,y_log_z
29,val,,,0.1426728651531137,55.788867067218476,0.1426728651531137,,,y_log_z
30,train,0.11021083795894233,2.009378646337797,,,,1.7574312970751809,0.2034389499929689,y_log_z
30,val,,,0.14285141581857086,57.2683870076514,0.14285141581857086,,,y_log_z
31,train,0.11019255225324914,2.0081678735358373,,,,1.7540118389186405,0.19940418170558083,y_log_z
31,val,,,0.14298615324000577,56.20360500748624,0.14298615324000577,,,y_log_z
32,train,0.109413339638166,2.0077156568803485,,,,1.7540201480899538,0.19824862184505615,y_log_z
32,val,,,0.14163254788297103,55.32412743657206,0.14163254788297103,,,y_log_z
33,train,0.1092163837766127,2.008271647587655,,,,1.7569411382788704,0.20069160253282578,y_log_z
33,val,,,0.14200804963051564,55.69822904295189,0.14200804963051564,,,y_log_z
34,train,0.10890811451134227,2.0070180568903213,,,,1.7543621089250323,0.1985551773141774,y_log_z
34,val,,,0.14175091351155283,56.13356597466861,0.14175091351155283,,,y_log_z
35,train,0.10840579370657603,2.008000212056296,,,,1.7529319505842904,0.19909828392759202,y_log_z
35,val,,,0.14115112542195077,55.490035086419695,0.14115112542195077,,,y_log_z
36,train,0.10777836761599968,2.007643936645417,,,,1.754664501973561,0.19865933202561878,y_log_z
36,val,,,0.14212921565435302,57.28466108607202,0.14212921565435302,,,y_log_z
37,train,0.10730590198248152,2.008930564872802,,,,1.7567425039079454,0.2013999829216609,y_log_z
37,val,,,0.14375781200203774,57.42916657078242,0.14375781200203774,,,y_log_z
38,train,0.1066780121523946,2.007321670178383,,,,1.7539809793233871,0.19782515653660374,y_log_z
38,val,,,0.1439640369551222,57.762570303932144,0.1439640369551222,,,y_log_z
39,train,0.1065451694238517,2.0087946241810206,,,,1.7560690762031645,0.20085004445106264,y_log_z
39,val,,,0.1434888505719399,59.44531434125966,0.1434888505719399,,,y_log_z
40,train,0.10645347467017552,2.0071968400762197,,,,1.7577836359777148,0.19937020386495288,y_log_z
40,val,,,0.1435121277698968,56.84752202763831,0.1435121277698968,,,y_log_z
41,train,0.10629368409337032,2.0077578583880076,,,,1.7533537849547371,0.19893218124551432,y_log_z
41,val,,,0.14141426753270012,56.32711468107295,0.14141426753270012,,,y_log_z
42,train,0.10532037520574199,2.007407217744797,,,,1.7550085298125706,0.1982534026342725,y_log_z
42,val,,,0.14133148823560057,54.61297875431857,0.14133148823560057,,,y_log_z
43,train,0.10533568234966388,2.006862319651104,,,,1.7533278555151015,0.19868364516231748,y_log_z
43,val,,,0.1432648818785766,57.964548506923954,0.1432648818785766,,,y_log_z
44,train,0.10473907948841178,2.0085134167992877,,,,1.7547177433494539,0.19998072862388597,y_log_z
44,val,,,0.14212829945285702,56.71575029084143,0.14212829945285702,,,y_log_z
45,train,0.1045491607519724,2.0077597953024364,,,,1.7548739995275224,0.19903124626430255,y_log_z
45,val,,,0.14252951974452627,56.727222349525064,0.14252951974452627,,,y_log_z
46,train,0.10424411256930657,2.0063599669744097,,,,1.754685176506875,0.19593669749086812,y_log_z
46,val,,,0.14087771808412164,54.991535596639096,0.14087771808412164,,,y_log_z
47,train,0.10353331366139981,2.0063043653018893,,,,1.755675824861678,0.19625023421314028,y_log_z
47,val,,,0.14141218932299104,54.95777621589733,0.14141218932299104,,,y_log_z
48,train,0.10375061605332626,2.0072540626639412,,,,1.7546126203877586,0.1980781045461458,y_log_z
48,val,,,0.1416849456056152,56.15635189052993,0.1416849456056152,,,y_log_z
49,train,0.10396010097530153,2.0069831645204905,,,,1.754616443363447,0.1974831795881665,y_log_z
49,val,,,0.14256655260288048,56.738149085827985,0.14256655260288048,,,y_log_z
50,train,0.10334384217414827,2.0068576241296436,,,,1.755695511897405,0.1971395221198835,y_log_z
50,val,,,0.1407656488038963,55.65434933326365,0.1407656488038963,,,y_log_z
51,train,0.10293606597752798,2.0064416300682795,,,,1.7555990701630002,0.1967479424876353,y_log_z
51,val,,,0.14136304887018936,55.88358778539454,0.14136304887018936,,,y_log_z
52,train,0.10285707764209263,2.0065446302058203,,,,1.7552930476173523,0.19691814254555437,y_log_z
52,val,,,0.14179492165265842,56.94425691853669,0.14179492165265842,,,y_log_z
53,train,0.1026403931457372,2.0067595759081462,,,,1.752645482383077,0.1966424524665825,y_log_z
53,val,,,0.1416177603175874,55.63820522414183,0.1416177603175874,,,y_log_z
54,train,0.10234991050813169,2.0069015281541005,,,,1.753669895349987,0.19675379429781248,y_log_z
54,val,,,0.14234416150056278,58.00529091077196,0.14234416150056278,,,y_log_z
55,train,0.10205546279423057,2.007101018277426,,,,1.755420659742658,0.19812575378824795,y_log_z
55,val,,,0.14151024661792128,55.49734378629609,0.14151024661792128,,,y_log_z
56,train,0.10163915273363865,2.0068034184357475,,,,1.7547176719184905,0.19739744478156643,y_log_z
56,train,0.10120728144806529,2.006967677483483,,,,1.7553740167428578,0.19702917526638697,y_log_z
56,val,,,0.14012439520235237,54.414298463862465,0.14012439520235237,,,y_log_z
57,train,0.10090975260864647,2.006144701961487,,,,1.755472362514526,0.1956321085315375,y_log_z
57,val,,,0.14099437302724308,55.115929135266725,0.14099437302724308,,,y_log_z
58,train,0.10098535109991355,2.0062657273004927,,,,1.7542500706419113,0.19619083351322583,y_log_z
58,val,,,0.1408672199752339,55.46580587430825,0.1408672199752339,,,y_log_z
59,train,0.10079444029797165,2.0060507245953123,,,,1.7556728037103775,0.19536050045419306,y_log_z
59,val,,,0.14187199329028416,55.79691983132171,0.14187199329028416,,,y_log_z
60,train,0.1005079964663656,2.006445874533956,,,,1.7549789737141321,0.19716372583357114,y_log_z
60,val,,,0.14146212499252053,54.723963498942624,0.14146212499252053,,,y_log_z
61,train,0.1005089557507918,2.006398434676821,,,,1.7545735554562674,0.19622649379547627,y_log_z
61,val,,,0.14106886964572457,55.2399731224767,0.14106886964572457,,,y_log_z
62,train,0.1004103273153305,2.006585680776172,,,,1.7533445705970128,0.19682559926831533,y_log_z
62,val,,,0.14096673086278513,56.273562877172516,0.14096673086278513,,,y_log_z
63,train,0.10053906492179349,2.006805997992319,,,,1.754009825842721,0.19743975142519626,y_log_z
63,val,,,0.1409844291163532,56.035933941906805,0.1409844291163532,,,y_log_z
64,train,0.1001528404830467,2.00702050895918,,,,1.7543297237347042,0.19796579907692613,y_log_z
64,val,,,0.1402205714017835,53.5594982132515,0.1402205714017835,,,y_log_z
65,train,0.0996373782732657,2.0064599137930643,,,,1.7550013682671957,0.19663583596665707,y_log_z
65,val,,,0.1393918048866074,52.9801171082059,0.1393918048866074,,,y_log_z
66,train,0.09945219931089216,2.0061908591361273,,,,1.7539218479678744,0.19556858266393343,y_log_z
66,val,,,0.1406423805575857,53.91533724912237,0.1406423805575857,,,y_log_z
67,train,0.0993351794867998,2.0059266326919434,,,,1.7534228709955064,0.19528089697280573,y_log_z
67,val,,,0.1404889076473047,54.872355055193204,0.1404889076473047,,,y_log_z
68,train,0.09934044107499104,2.0053343451212324,,,,1.7551297618756219,0.19448116619790357,y_log_z
68,val,,,0.14109099824866367,55.79412033357784,0.14109099824866367,,,y_log_z
69,train,0.09892455409354871,2.005717864348775,,,,1.7550791721968424,0.19530651162541102,y_log_z
69,val,,,0.1408300806228065,55.280506585240474,0.1408300806228065,,,y_log_z
70,train,0.09909893253019877,2.0059072124579598,,,,1.7546495885129958,0.19509787130213918,y_log_z
70,val,,,0.1394607176452577,53.934544250033916,0.1394607176452577,,,y_log_z
71,train,0.09887866331412205,2.0057544589988767,,,,1.753971092994251,0.1956802780429522,y_log_z
71,val,,,0.1407129778819535,54.192329102479604,0.1407129778819535,,,y_log_z
72,train,0.09841619911677545,2.0050798569406783,,,,1.7556530260850514,0.1937845042123208,y_log_z
72,val,,,0.1406794868873766,54.55733795050827,0.1406794868873766,,,y_log_z
73,train,0.09852841338290581,2.0052803026305304,,,,1.7555343177583482,0.19454694548178286,y_log_z
73,val,,,0.14102930722744195,57.04067188880592,0.14102930722744195,,,y_log_z
74,train,0.09831076382201105,2.005263678611271,,,,1.7550205205168043,0.19444090813871415,y_log_z
74,val,,,0.14161601157531303,56.11808414583442,0.14161601157531303,,,y_log_z
75,train,0.09820218657749513,2.0057158917188644,,,,1.7534534588219628,0.19517339103751713,y_log_z
75,val,,,0.14040503537670893,53.14464083978188,0.14040503537670893,,,y_log_z
76,train,0.09811655396506899,2.005645103161297,,,,1.7546143888954133,0.19494326480679094,y_log_z
76,val,,,0.13990475353047574,53.32535011455386,0.13990475353047574,,,y_log_z
77,train,0.09793230588917458,2.005117711093691,,,,1.7553182513940901,0.19381515037209268,y_log_z
77,val,,,0.13999717812953713,55.84680391476706,0.13999717812953713,,,y_log_z
78,train,0.09763526233534019,2.005526012371457,,,,1.755434730223247,0.19417317675810958,y_log_z
78,val,,,0.13833914103420453,52.459586837276326,0.13833914103420453,,,y_log_z
79,train,0.09749534249394423,2.0060631405739557,,,,1.7561882779238716,0.19617454255265848,y_log_z
79,val,,,0.13893255797046872,52.427221044064915,0.13893255797046872,,,y_log_z
80,train,0.09726933279769524,2.005617211971964,,,,1.7549739236396455,0.1954286110602201,y_log_z
80,val,,,0.1394521961884331,53.70231417467857,0.1394521961884331,,,y_log_z
81,train,0.09715287425806599,2.004908609248343,,,,1.7564847563940382,0.19385905572701068,y_log_z
81,val,,,0.13873717270656835,52.4743705275556,0.13873717270656835,,,y_log_z
82,train,0.09707064520833748,2.005409364425947,,,,1.756006195431664,0.1943440834681193,y_log_z
82,val,,,0.13871625781080624,52.675477988449785,0.13871625781080624,,,y_log_z
83,train,0.09705371139866728,2.005046306857987,,,,1.756116440608388,0.19386066762464388,y_log_z
83,val,,,0.1396547594203468,54.49265279592739,0.1396547594203468,,,y_log_z
84,train,0.09679911609384276,2.0049249728520713,,,,1.753958481408301,0.19354091859644368,y_log_z
84,val,,,0.13869786752024388,52.81740495832108,0.13869786752024388,,,y_log_z
85,train,0.09631032549909183,2.005084578243513,,,,1.7538119034161643,0.193828042537447,y_log_z
85,val,,,0.1395688466918417,52.580292275050134,0.1395688466918417,,,y_log_z
86,train,0.09646215961713876,2.004687919739693,,,,1.7529165886697315,0.19306981705483936,y_log_z
86,val,,,0.1396359614043111,54.837485499374736,0.1396359614043111,,,y_log_z
87,train,0.09665698221042043,2.0054521215340446,,,,1.7547635544860174,0.19428344821882626,y_log_z
87,val,,,0.1377750325753142,51.405182589237036,0.1377750325753142,,,y_log_z
88,train,0.09649644427681489,2.00481401762319,,,,1.7553582600657902,0.19360211444279504,y_log_z
88,val,,,0.13890477945417287,52.74991513186269,0.13890477945417287,,,y_log_z
89,train,0.09591164385219889,2.0048944812918466,,,,1.7550297057817852,0.19265648917782874,y_log_z
89,val,,,0.13963074714370724,53.58880625838373,0.13963074714370724,,,y_log_z
90,train,0.09579639334882063,2.00531182024214,,,,1.7552236782179937,0.19452555462836274,y_log_z
90,val,,,0.13880936544803157,53.018601375072464,0.13880936544803157,,,y_log_z
91,train,0.09566872862596361,2.004795672165023,,,,1.7548332559683966,0.19308732358354425,y_log_z
91,val,,,0.14070502633263685,56.290389341867765,0.14070502633263685,,,y_log_z
92,train,0.09569143738952421,2.0045989666666304,,,,1.7545609594810576,0.19241569619921464,y_log_z
92,val,,,0.13822397910122639,50.83365401659789,0.13822397910122639,,,y_log_z
93,train,0.09540107900956793,2.005010670139676,,,,1.7556210233578606,0.19330995710241416,y_log_z
93,val,,,0.1397452992420343,54.05098610336434,0.1397452992420343,,,y_log_z
