epoch,split,loss,lb,val_MSE,val_secMAE,val_secRMSE,val_MAPE,router_entropy,router_max_share,target_key
1,train,0.6056928903692298,2.0678217344813876,,,,1.7652255942424138,0.2630154937505722,y_log_z
1,val,,,0.5801888079995074,196.29979431310014,275.78685958329794,174.6441607734339,,,y_log_z
2,train,0.5216514728963375,2.125078774160809,,,,1.7370970331960254,0.28374494094815517,y_log_z
2,val,,,0.47205360956805,158.29510067450613,225.1597646532781,143.78928121796744,,,y_log_z
3,train,0.4206889693935712,2.1322869492901697,,,,1.6807579050461452,0.2619319645067056,y_log_z
3,val,,,0.3108849471322044,123.3295961603026,181.69395943610346,85.3919440741428,,,y_log_z
4,train,0.3647908630470435,2.124128649632136,,,,1.6370688958300486,0.24501778475112385,y_log_z
4,val,,,0.2996910740431811,131.6814450465399,195.03718385576852,81.11188968217141,,,y_log_z
5,train,0.31260254523820347,2.054406033621894,,,,1.6610662009980943,0.2290552771753735,y_log_z
5,val,,,0.23865075568220442,109.71422097311363,171.78891951800952,65.31040204407553,,,y_log_z
6,train,0.29185981220669216,2.0246152761909695,,,,1.668867791692416,0.21350585565798813,y_log_z
6,val,,,0.289910867548404,129.58648762675347,184.79229196824014,86.36828674637856,,,y_log_z
7,train,0.276778616838985,2.0270622107717724,,,,1.6575033317009609,0.2124284685899814,y_log_z
7,val,,,0.22258244297649066,112.25120804557493,174.87357639471597,61.41845702880551,,,y_log_z
8,train,0.265888928125302,2.0326032274299197,,,,1.6663732247220144,0.21686281325916448,y_log_z
8,val,,,0.23870284162079955,116.87692859213547,179.1895468136911,66.60823664184059,,,y_log_z
9,train,0.25058371097677284,2.0256143195761576,,,,1.676904673377673,0.21297737107508713,y_log_z
9,val,,,0.23409056918435625,108.55369753193712,169.65536059874046,70.0983094167401,,,y_log_z
10,train,0.24213191784090465,2.0268469783994885,,,,1.6755431128872766,0.21156882204943234,y_log_z
10,val,,,0.22919059715859058,118.91875173851867,175.33649844223632,65.30607088613293,,,y_log_z
11,train,0.241421519468228,2.0251387854417167,,,,1.6907240086131625,0.21543943571547666,y_log_z
11,val,,,0.22268802722912315,92.61943389491071,155.47969908207173,66.27747729228672,,,y_log_z
12,train,0.230116351818045,2.0192123469379215,,,,1.6965669360425737,0.20838368953102165,y_log_z
12,val,,,0.2605260220260854,114.4436231644059,172.03808810692752,77.28077002022549,,,y_log_z
13,train,0.22755697845584816,2.0155574166112475,,,,1.7017532024118636,0.20560854942434365,y_log_z
13,val,,,0.1841624327969874,93.07589506137107,149.57053546253343,58.574531727359286,,,y_log_z
14,train,0.22577920017970932,2.019594786895646,,,,1.693899662958251,0.2105210077845388,y_log_z
14,val,,,0.23221513342571018,114.40445491592844,172.0788078761045,69.97585513166511,,,y_log_z
15,train,0.2182172836942805,2.0229392598072686,,,,1.6836349368095398,0.21211249505480131,y_log_z
15,val,,,0.19747438538815598,96.19050326653772,156.6130079580547,56.593384901303764,,,y_log_z
16,train,0.2180927915291654,2.0198433895905814,,,,1.6630629516310163,0.20943332215150198,y_log_z
16,val,,,0.21086481730814827,106.69036755843614,165.49844769316704,62.35388297262363,,,y_log_z
17,train,0.21460435001386535,2.0143289880620108,,,,1.6796446823411517,0.19915839512315062,y_log_z
17,val,,,0.19624257311693424,93.94834016251102,153.3563161479667,58.69176613460695,,,y_log_z
18,train,0.21217257363928688,2.015782574812571,,,,1.7032330880562465,0.20612564351823595,y_log_z
18,val,,,0.20602059221624347,106.2458632104968,167.1901586912209,59.577540403545186,,,y_log_z
19,train,0.21242405556970173,2.025271248486307,,,,1.699811726808548,0.21492845854825443,y_log_z
19,val,,,0.20170308427530936,102.6357217173717,162.0067898791849,56.94162501685718,,,y_log_z
20,train,0.20860707056191233,2.0172269145647683,,,,1.7023613850275676,0.21014785952866077,y_log_z
20,val,,,0.22811029579326378,108.11606205361724,165.1561035764988,69.90215346629722,,,y_log_z
21,train,0.20854774945312077,2.0286540902323194,,,,1.693310292230712,0.21865639028449854,y_log_z
21,val,,,0.2120019641126914,99.03132448838662,152.56930163017034,62.70302498628741,,,y_log_z
22,train,0.2058184105488989,2.015056679646174,,,,1.706490370962355,0.19898505405419403,y_log_z
